"EMPLOYER_STATE_PROVINCE","EMPLOYER_CITY","EMPLOYER_POSTAL_CODE","count"
"CALIFORNIA","LOS ANGELES","90058",8
"CALIFORNIA","LOS ANGELES","90089",8
"CALIFORNIA","REDWOOD CITY","94061",8
"CALIFORNIA","SAN DIEGO","92154",8
"CALIFORNIA","SANTA ANA","92705",8
"CALIFORNIA","SANTA CRUZ","95060",8
"CALIFORNIA","TUSTIN","92780",8
"CALIFORNIA CA","LOS GATOS","95120",8
"CALIFORNIA CALIFORNIA","SAN JOSE","95134",8
"COLORADO","BOULDER","80309",8
"CONNECTICUT","GLASTONBURY","06033",8
"CONNECTICUT","STAMFORD","06905",8
"DELAWARE","MILLSBORO","19966",8
"FLORIDA","ALTAMONTE SPRINGS","32714",8
"FLORIDA","BOYNTON BEACH","33437",8
"FLORIDA","DANIA BEACH","33004",8
"FLORIDA","DAYTONA BEACH","32114",8
"FLORIDA","HALLANDALE BEACH","33009",8
"FLORIDA","MIAMI BEACH","33139",8
"FLORIDA","ST PETERSBURG","33716",8
"FLORIDA","ST. PETERSBURG","33716",8
"GEORGIA","ATLANTA","30346",8
"GEORGIA","MARIETTA","30067",8
"ILLINOIS","DEERFIELD","60015",8
"ILLINOIS","EVANSTON","60201",8
"ILLINOIS","ROSEMONT","60018",8
"INDIANA","CARMEL","46032",8
"KENTUCKY","LEXINGTON","40506",8
"KENTUCKY","LOUISVILLE","40202",8
"KENTUCKY","LOUISVILLE","40222",8
"MARYLAND","LAUREL","20723",8
"MASSACHUSETTS","ACTON","01720",8
"MASSACHUSETTS","FRAMINGHAM","01701",8
"MASSACHUSETTS","NEEDHAM","02494",8
"MASSACHUSETTS","WESTBOROUGH","01581",8
"MICHIGAN","ANN ARBOR","48108",8
"MICHIGAN","NORTHVILLE","48167",8
"MINNESOTA","MINNETONKA","55343",8
"MINNESOTA MN","PLYMOUTH","55441",8
"MISSOURI","KANSAS CITY","64108",8
"MISSOURI","ST. LOUIS","63141",8
"NEW JERSEY","BOUND BROOK","08805",8
"NEW JERSEY","DAYTON","08810",8
"NEW JERSEY","GARFIELD","07026",8
"NEW JERSEY","JERSEY CITY","07306",8
"NEW YORK","BROOKLYN","11222",8
"NEW YORK","NEW YORK","10003",8
"NEW YORK NEW YORK","NEW YORK","10038",8
"NORTH CAROLINA","RALEIGH","27603",8
"NORTH CAROLINA","RALEIGH","27695",8
"NORTH DAKOTA","FARGO","58104",8
"OHIO","MASON","45040",8
"OHIO","OAKWOOD VILLAGE","44146",8
"OREGON","CLACKAMAS","97015",8
"OREGON","WILSONVILLE","97070",8
"PENNSYLVANIA","BLUE BELL","19422",8
"PENNSYLVANIA","DRESHER","19025",8
"PENNSYLVANIA","WAYNE","19087",8
"TEXAS","DALLAS","75202",8
"TEXAS","DALLAS","75203",8
"TEXAS","HOUSTON","77058",8
"TEXAS","MCKINNEY","75070",8
"TEXAS","MESQUITE","75150",8
"TEXAS","THE WOODLANDS","77380",8
"UTAH","FARMINGTON","84025",8
"WASHINGTON","SEATTLE","98102",8
"WISCONSIN","BROOKFIELD","53045",8
"WISCONSIN WI","MOSINEE","54455",8
"ALABAMA","AUBURN","36832",7
"ARIZONA","BUCKEYE","85326",7
"ARIZONA","PHOENIX","85004",7
"ARKANSAS","BENTONVILLE","72712",7
"CALIFORNIA","BAKERSFIELD","93309",7
"CALIFORNIA","BEVERLY HILLS","90210",7
"CALIFORNIA","CARLSBAD","92009",7
"CALIFORNIA","COMMERCE","90040",7
"CALIFORNIA","CULVER CITY","90232",7
"CALIFORNIA","DALY CITY","94014",7
"CALIFORNIA","DIAMOND BAR","91765",7
"CALIFORNIA","LA JOLLA","92093",7
"CALIFORNIA","LONG BEACH","90806",7
"CALIFORNIA","LOS ANGELES","90016",7
"CALIFORNIA","LOS ANGELES","90038",7
"CALIFORNIA","MILLBRAE","94030",7
"CALIFORNIA","MONROVIA","91016",7
"CALIFORNIA","OAKLAND","94606",7
"CALIFORNIA","OCEANSIDE","92056",7
"CALIFORNIA","RANCHO CUCAMONGA","91730",7
"CALIFORNIA","ROHNERT PARK","94928",7
"CALIFORNIA","ROSEMEAD","91770",7
"CALIFORNIA","SACRAMENTO","95819",7
"CALIFORNIA","SAN DIEGO","92126",7
"CALIFORNIA","SAN JOSE","95112",7
"CALIFORNIA","SAN JOSE","95128",7
"CALIFORNIA CALIFORNIA","SANTA CLARA","95054",7
"CONNECTICUT","HARTFORD","06105",7
"CONNECTICUT","NEW HAVEN","06511",7
"CONNECTICUT","ROCKY HILL","06067",7
"CONNECTICUT","SOUTH WINDSOR","06074",7
"CONNECTICUT","STAMFORD","06926",7
"CONNECTICUT","WINDSOR","06095",7
"DELAWARE","WILMINGTON","19803",7
"DISTRICT OF COLUMBIA","WASHINGTON","20006",7
"DISTRICT OF COLUMBIA","WASHINGTON","20036",7
"FLORIDA","DAVIE","33314",7
"FLORIDA","GAINESVILLE","32611",7
"FLORIDA","MIAMI","33130",7
"FLORIDA","MIAMI","33132",7
"FLORIDA","MIAMI","33138",7
"FLORIDA","PLANT CITY","33563",7
"FLORIDA","WELLINGTON","33414",7
"FLORIDA","WINTER HAVEN","33881",7
"FLORIDA FL","PALM HARBOR","34663",7
"GEORGIA","ALPHARETTA","30009",7
"GEORGIA","ATLANTA","30342",7
"GEORGIA","GREENSBORO","30642",7
"GEORGIA GA","GAINESVILLE","30501",7
"ILLINOIS","BOLINGBROOK","60440",7
"ILLINOIS","CHICAGO","60647",7
"ILLINOIS","ELK GROVE VILLAGE","60007",7
"ILLINOIS","EVANSTON","60208",7
"ILLINOIS","LINCOLNSHIRE","60069",7
"ILLINOIS","NORTHBROOK","60062",7
"ILLINOIS","URBANA","61801",7
"ILLINOIS IL","CHICAGO","60606",7
"KENTUCKY","FISHERVILLE","40023",7
"KENTUCKY","OWENSBORO","42301",7
"LOUISIANA","EUNICE","70535",7
"MARYLAND","BETHESDA","20814",7
"MARYLAND","BETHESDA","20817",7
"MARYLAND","GAITHERSBURG","20877",7
"MARYLAND","GAITHERSBURG","20878",7
"MARYLAND","HUNT VALLEY","21031",7
"MASSACHUSETTS","BEDFORD","01730",7
"MASSACHUSETTS","BOSTON","02115",7
"MASSACHUSETTS","CAMBRIDGE","02140",7
"MASSACHUSETTS","DORCHESTER","02125",7
"MASSACHUSETTS","HINGHAM","02403",7
"MASSACHUSETTS","LEXINGTON","02421",7
"MASSACHUSETTS","WORCESTER","01608",7
"MINNESOTA","RICHFIELD","55423",7
"MISSOURI","COLUMBIA","65211",7
"MISSOURI","ST. LOUIS","63146",7
"NEVADA","LAS VEGAS","89119",7
"NEW JERSEY","CARLSTADT","07072",7
"NEW JERSEY","CLIFTON","07012",7
"NEW JERSEY","MORRISTOWN","07960",7
"NEW JERSEY","WHIPPANY","07981",7
"NEW YORK","GREAT NECK","11021",7
"NEW YORK","NEW YORK","10103",7
"NEW YORK","NEW YORK","10166",7
"NEW YORK","NEW YORK","10281",7
"NORTH CAROLINA","DAVIDSON","28036",7
"NORTH CAROLINA","WILMINGTON","28401",7
"NORTH DAKOTA","WILLISTON","58801",7
"OHIO","CINCINNATI","45202",7
"OHIO","CLEVELAND","44115",7
"PENNSYLVANIA","COOPERSBURG","18036",7
"PENNSYLVANIA","FORT WASHINGTON","19034",7
"PENNSYLVANIA","MONROEVILLE","15146",7
"PENNSYLVANIA","OAKS","19456",7
"PENNSYLVANIA","WORCESTER","19490",7
"SOUTH CAROLINA","SULLIVAN'S ISLAND","29482",7
"TEXAS","COLLEYVILLE","76034",7
"TEXAS","HOUSTON","77072",7
"TEXAS","HOUSTON","77074",7
"TEXAS","HOUSTON","77204",7
"TEXAS","LEWISVILLE","75067",7
"TEXAS","SAN ANTONIO","78232",7
"UTAH","DRAPER","84020-6425",7
"UTAH","PROVO","84604",7
"VIRGINIA","ARLINGTON","22204",7
"VIRGINIA","ARLINGTON","22209",7
"VIRGINIA","GLEN ALLEN","23060",7
"WASHINGTON","TACOMA","98402",7
"WEST VIRGINIA","MORGANTOWN","26506",7
"WISCONSIN","MIDDLETON","53562",7
"ARIZONA","PHOENIX","85054",6
"ARIZONA","TEMPE","85284-2007",6
"CALIFORNIA","AGOURA HILLS","91301",6
"CALIFORNIA","BEVERLY HILLS","90212",6
"CALIFORNIA","DAVIS","95616",6
"CALIFORNIA","HAYWARD","94544",6
"CALIFORNIA","LOS ANGELES","90006",6
"CALIFORNIA","LOS ANGELES","90014",6
"CALIFORNIA","LOS ANGELES","90020",6
"CALIFORNIA","LOS ANGELES","90036",6
"CALIFORNIA","LOS ANGELES","90061",6
"CALIFORNIA","ORANGE","92865",6
"CALIFORNIA","PALO ALTO","94303",6
"CALIFORNIA","SAN DIEGO","92101",6
"CALIFORNIA","SAN DIEGO","92110",6
"CALIFORNIA","SAN DIEGO","92111",6
"CALIFORNIA","SAN FRANCISCO","94133",6
"CALIFORNIA","SAN JOSE","95119",6
"CALIFORNIA","STANFORD","94305",6
"CALIFORNIA","VACAVILLE","95688",6
"CALIFORNIA","VENTURA","93003",6
"CALIFORNIA","WESTLAKE VILLAGE","91362",6
"CALIFORNIA LOS ANGELES","GLENDALE","91203",6
"COLORADO","AURORA","80011",6
"COLORADO","DENVER","80204",6
"CONNECTICUT","EAST BERLIN","06023",6
"CONNECTICUT","HARTFORD","06155",6
"CONNECTICUT","NORWALK","06851",6
"CONNECTICUT","STAMFORD","06904",6
"DELAWARE","NEW CASTLE","19720",6
"DISTRICT OF COLUMBIA","WASHINGTON","20009",6
"FLORIDA","DEERFIELD BEACH","33441",6
"FLORIDA","MEDLEY","33166",6
"FLORIDA","MIAMI","33144",6
"FLORIDA","ORLANDO","32801",6
"FLORIDA","ORLANDO","32819",6
"FLORIDA","TEMPLE TERRACE","33637",6
"FLORIDA","WEST PALM BEACH","33413",6
"GEORGIA","ATLANTA","30326",6
"GEORGIA","LAWRENCEVILLE","30044",6
"GEORGIA","SAVANNAH","31407",6
"GEORGIA","SUGARHILL","30518",6
"IDAHO","BOISE","83725",6
"ILLINOIS","ABBOTT PARK","60064",6
"ILLINOIS","BURR RIDGE","60527",6
"ILLINOIS","EDWARDSVILLE","62026",6
"ILLINOIS","GLENVIEW","60025",6
"ILLINOIS","ITASCA","60143",6
"ILLINOIS","MOUNT PROSPECT","60056",6
"ILLINOIS","NILES","60714",6
"ILLINOIS","SPRINGFIELD","62704",6
"INDIANA","INDIANAPOLIS","46216",6
"IOWA","CEDAR RAPIDS","52498",6
"KENTUCKY","LEXINGTON","40505",6
"LOUISIANA","NEW ORLEANS","70118",6
"MARYLAND","ANNAPOLIS","21401",6
"MARYLAND","COLUMBIA","21044",6
"MARYLAND","HANOVER","21076",6
"MARYLAND","UPPER MARLBORO","20772",6
"MASSACHUSETTS","AMHERST","01003",6
"MASSACHUSETTS","BILLERICA","01821",6
"MASSACHUSETTS","MEDFORD","02155",6
"MASSACHUSETTS","QUINCY","02169",6
"MASSACHUSETTS","WAKEFIELD","01880",6
"MASSACHUSETTS","WESTFORD","01886",6
"MICHIGAN","LIVONIA","48154",6
"MICHIGAN","SALINE","48176",6
"MICHIGAN MI","SOUTHFIELD","48076",6
"MINNESOTA","BLOOMINGTON","55425",6
"MINNESOTA","MINNEAPOLIS","55455",6
"MISSOURI","CREVE COEUR","63141",6
"MISSOURI","KANSAS CITY","64105",6
"NEBRASKA","OMAHA","68198-5735",6
"NEW JERSEY","CAPE MAY COURT HOUSE","08210",6
"NEW JERSEY","FRANKLIN LAKES","07417",6
"NEW JERSEY","JACKSON","08527",6
"NEW JERSEY","MOUNT LAUREL","08054",6
"NEW JERSEY","RIDGEFIELD","07657",6
"NEW MEXICO","ALBUQUERQUE","87110",6
"NEW YORK","CENTEREACH","11720",6
"NEW YORK","FLUSHING","11355",6
"NEW YORK","GANSEVOORT","12931",6
"NEW YORK","HAUPPAUGE","11788",6
"NEW YORK","HICKSVILLE","11801",6
"NEW YORK","KINGS PARK","11754",6
"NEW YORK","PORT WASHINGTON","11050",6
"NEW YORK","RONKONKOMA","11779",6
"NEW YORK","WHITE PLAINS","10601",6
"NEW YORK PEGAFRAME INFOTECH INC","NEW YORK CITY","10036",6
"NORTH CAROLINA","GREENSBORO","27409",6
"NORTH CAROLINA","GREENSBORO","27410",6
"NORTH CAROLINA","HIGH POINT","27265",6
"NORTH CAROLINA","RALEIGH","27607",6
"OHIO","AVON","44011",6
"OHIO","COLUMBUS","43219",6
"OHIO","COLUMBUS","43240",6
"OHIO","MACEDONIA","44056",6
"OHIO","SOLON","44139",6
"OHIO","WORTHINGTON","43085",6
"OKLAHOMA","TULSA","74107",6
"OREGON","PORTLAND","97201",6
"PENNSYLVANIA","CANONSBURG","15317",6
"SOUTH CAROLINA","GRAY COURT","29645",6
"TENNESSEE","CHATTANOOGA","37402",6
"TENNESSEE","FRANKLIN","37067",6
"TENNESSEE","MEMPHIS","38152",6
"TEXAS","AUSTIN","78746",6
"TEXAS","DALLAS","75247",6
"TEXAS","HOUSTON","77032",6
"TEXAS","HOUSTON","77063",6
"TEXAS","HOUSTON","77092",6
"TEXAS","PLANO","75074",6
"TEXAS","SAN ANTONIO","78218",6
"TEXAS","SAN ANTONIO","78229",6
"TEXAS","SUGAR LAND","77478",6
"VIRGINIA","ARLINGTON","22201",6
"VIRGINIA","ARLINGTON","22202",6
"VIRGINIA","CHARLOTTESVILLE","22903",6
"VIRGINIA","FALLS CHURCH","22042",6
"VIRGINIA","LORTON","22079",6
"VIRGINIA","VIENNA","22180",6
"WASHINGTON","SEATTLE","98109-102",6
"WISCONSIN","MILWAUKEE","53209",6
"WISCONSIN","MILWAUKEE","53233",6
"ALASKA","FAIRBANKS","99775",5
"ARIZONA","SCOTTSDALE","85251",5
"ARIZONA","TUCSON","85755",5
"ARIZONA AZ","CHANDLER","85224",5
"CALIFORNIA","ANAHEIM","92806",5
"CALIFORNIA","BANNING","92220",5
"CALIFORNIA","CAMARILLO","93012",5
"CALIFORNIA","CHINO","91710",5
"CALIFORNIA","CITY OF INDUSTRY","91789",5
"CALIFORNIA","CONCORD","94520",5
"CALIFORNIA","CULVER CITY","90230",5
"CALIFORNIA","EL DORADO HILLS","95762",5
"CALIFORNIA","ENCINO","91436",5
"CALIFORNIA","LAKEPORT","95453",5
"CALIFORNIA","LOS ANGELES","90023",5
"CALIFORNIA","LOS ANGELES","90045",5
"CALIFORNIA","LOS ANGELES","90049",5
"CALIFORNIA","MONTEREY PARK","91754",5
"CALIFORNIA","NOVATO","94949",5
"CALIFORNIA","OAKLAND","94607",5
"CALIFORNIA","PLAYA VISTA","90094",5
"CALIFORNIA","POMONA","91768",5
"CALIFORNIA","RANCHO SANTA MARGARITA","92688",5
"CALIFORNIA","SAN DIEGO","92131",5
"CALIFORNIA","SAN JOSE","95138",5
"CALIFORNIA","SANTA ANA","92704",5
"CALIFORNIA","TARZANA","91356",5
"CALIFORNIA CA","SANTA CLARA","95054",5
"CALIFORNIA N/A","SAN FRANCISCO","94111",5
"COLORADO","COLORADO SPRINGS","80903",5
"COLORADO","HIGHLANDS RANCH","80129",5
"CONNECTICUT","MILFORD","06461",5
"CONNECTICUT","SHELTON","06484",5
"DELAWARE","NEWARK","19718",5
"FLORIDA","AVENTURA","33180",5
"FLORIDA","CORAL SPRINGS","33065",5
"FLORIDA","DEERFIELD BEACH","33442",5
"FLORIDA","FORT LAUDERDALE","33015",5
"FLORIDA","MEDLEY","33178",5
"FLORIDA","OCALA","34482",5
"FLORIDA","OLDSMAR","34677",5
"FLORIDA","PALM BEACH GARDENS","33410",5
"FLORIDA","POMPANO BEACH","33069",5
"FLORIDA","WESTON","33326",5
"FLORIDA FLORIDA","GAINESVILLE","32607",5
"GEORGIA","ATLANTA","30307",5
"GEORGIA","ATLANTA","30319",5
"GEORGIA","CONYERS","30012",5
"GEORGIA","FLOWERY BRANCH","30542",5
"GEORGIA","LULA","30554",5
"GEORGIA","MARIETTA","30060",5
"GEORGIA","MARIETTA","30066",5
"GEORGIA","WEST POINT","31833",5
"GEORGIA GA","DULUTH","30096",5
"GUAM","TAMUNING","96913",5
"ILLINOIS","ARLINGTON HEIGHTS","60005",5
"ILLINOIS","CHAMPAIGN","61820",5
"ILLINOIS","CHICAGO","60613",5
"ILLINOIS","CHICAGO","60631",5
"ILLINOIS","DOWNERS GROVE","60515",5
"ILLINOIS","MOLINE","61265",5
"ILLINOIS","NORMAL","61790-1300",5
"ILLINOIS","PEORIA","61603",5
"ILLINOIS IL","ROLLING MEADOWS","60008",5
"IOWA","AMES","50014",5
"IOWA","MUSCATINE","52761",5
"IOWA","PAULLINA","51046",5
"KANSAS","LENEXA","66219",5
"KANSAS","OVERLAND PARK","66210",5
"KENTUCKY","FLORENCE","41042",5
"LOUISIANA","GONZALES","70737",5
"LOUISIANA","WISNER","71378",5
"MARYLAND","CAPITOL HEIGHTS","20743",5
"MARYLAND","ROCKY RIDGE","21778",5
"MASSACHUSETTS","BOSTON","02199",5
"MASSACHUSETTS","BRIDGEWATER","02324",5
"MASSACHUSETTS","DEDHAM","02026",5
"MASSACHUSETTS","HOPKINTON","01748",5
"MASSACHUSETTS","NORTH ATTLEBORO","02760",5
"MASSACHUSETTS","WORCESTER","01605",5
"MASSACHUSETTS MA","SPRINGFIELD","01111",5
"MICHIGAN","ANN ARBOR","48103",5
"MICHIGAN","BENTON HARBOR","49022",5
"MICHIGAN","DEARBORN","48126",5
"MICHIGAN","EAST LANSING","48824",5
"MICHIGAN","ROCHESTER","48309",5
"MINNESOTA","EAGAN","55123",5
"MINNESOTA","MINNEAPOLIS","55474",5
"MINNESOTA","ROCHESTER","55905",5
"MINNESOTA","ST. PAUL","55117",5
"MISSISSIPPI","FLOWOOD","39232",5
"MISSOURI","KANSAS CITY","64145",5
"MISSOURI","WEBSTER GROVES","63119",5
"NEBRASKA","OMAHA","68179",5
"NEW JERSEY","ENGLEWOOD","07631",5
"NEW JERSEY","LYNDHURST","07071",5
"NEW JERSEY","MATAWAN","07747",5
"NEW JERSEY","NEWARK","07105",5
"NEW JERSEY","PALISADES PARK","07650",5
"NEW JERSEY","POMPTON PLAINS","07444",5
"NEW JERSEY","PRINCETON","08541",5
"NEW JERSEY","SUMMIT","07901",5
"NEW JERSEY","WHARTON","07885",5
"NEW JERSEY MIDDLESEX COUNTY","CRANBURY","08512",5
"NEW JERSEY NEW JERSEY","EDISON","08817",5
"NEW MEXICO","ALBUQUERQUE","87131",5
"NEW YORK","ARMONK","10504",5
"NEW YORK","BAYSIDE","11361",5
"NEW YORK","BROOKLYN","11205",5
"NEW YORK","BROOKLYN","11215",5
"NEW YORK","NEW YORK","10023",5
"NEW YORK","NEW YORK","10167",5
"NEW YORK","ONEONTA","13820",5
"NEW YORK","SARATOGA SPRINGS","12866",5
"NEW YORK","SYRACUSE","13210",5
"NEW YORK 10038","NEW YORK","10038",5
"NORTH CAROLINA","CHARLOTTE","28273",5
"NORTH CAROLINA","DURHAM","27703",5
"NORTH CAROLINA","GREENSBORO","27401",5
"NORTH CAROLINA","GREENVILLE","27858",5
"NORTH CAROLINA","RALEIGH","27612",5
"NORTH CAROLINA","RALEIGH","27615",5
"OHIO","FAIRFIELD","45014",5
"OHIO","NEW ALBANY","43054",5
"OHIO","OAKWOOD","45873",5
"OHIO","WEST CHESTER","45069",5
"OHIO","WESTERVILLE","43082",5
"OKLAHOMA","NORMAN","73072",5
"OREGON","MEDFORD","97504",5
"PENNSYLVANIA","BETHLEHEM","18018",5
"PENNSYLVANIA","INDIANA","15705",5
"PENNSYLVANIA","LEWISVILLE","19351",5
"PENNSYLVANIA","PHILADELPHIA","19107",5
"PENNSYLVANIA","PHILADELPHIA","19122",5
"PENNSYLVANIA","UPLAND","19015",5
"SOUTH CAROLINA","BLUFFTON","29910",5
"TENNESSEE","MEMPHIS","38105",5
"TENNESSEE","MURFREESBORO","37129",5
"TEXAS","AUSTIN","78726",5
"TEXAS","AUSTIN","78734",5
"TEXAS","CANYON","79016",5
"TEXAS","DALLAS","75233",5
"TEXAS","EL PASO","79905",5
"TEXAS","FORT WORTH","76134",5
"TEXAS","GRAPEVINE","76051",5
"TEXAS","HOUSTON","77010",5
"TEXAS","HOUSTON","77030",5
"TEXAS","HOUSTON","77057",5
"TEXAS","HOUSTON","77064",5
"TEXAS","HOUSTON","77094",5
"TEXAS","ODESSA","79761",5
"TEXAS","SAN ANTONIO","78249",5
"TEXAS","SAN ANTONIO","78256",5
"UTAH","CENTERVILLE","84014",5
"UTAH","SANDY","84070",5
"UTAH","SOUTH JORDAN","84095",5
"VIRGINIA","ANNANDALE","22003",5
"VIRGINIA","BLUEMONT","20135",5
"VIRGINIA","CENTREVILLE","20121",5
"VIRGINIA","CLIFTON","20124",5
"VIRGINIA","FALLS CHURCH","22043",5
"VIRGINIA","GLADE HILL","24092",5
"VIRGINIA","NORFOLK","23502",5
"VIRGINIA","SPRINGFIELD","22153",5
"WASHINGTON","VANCOUVER","98683",5
"WISCONSIN","MADISON","53705",5
"WISCONSIN","MARSHFIELD","54449",5
"WISCONSIN","MILWAUKEE","53212",5
"WISCONSIN","MILWAUKEE","53224",5
"WISCONSIN","WAUKESHA","53188",5
"WYOMING","CHEYENNE","82001",5
"ALABAMA","CALVERT","36513",4
"ALABAMA","MONTGOMERY","36105",4
"ALABAMA","MONTGOMERY","36117",4
"ARIZONA","TEMPE","85287-2812",4
"ARIZONA","TUCSON","85706",4
"ARIZONA","YUMA","85364",4
"ARKANSAS","CONWAY","72032",4
"ARKANSAS","LITTLE ROCK","72211",4
"CALIFORNIA","ANAHEIM","92807",4
"CALIFORNIA","ARCADIA","91006",4
"CALIFORNIA","BENICIA","94510",4
"CALIFORNIA","BEVERLY HILLS","90211",4
"CALIFORNIA","BURBANK","91504",4
"CALIFORNIA","CALABASAS","91301",4
"CALIFORNIA","CYPRESS","90630",4
"CALIFORNIA","EL MONTE","91731",4
"CALIFORNIA","FRESNO","93720",4
"CALIFORNIA","GLENDORA","91740",4
"CALIFORNIA","IRWINDALE","91706",4
"CALIFORNIA","LA JOLLA","92037",4
"CALIFORNIA","LOS ANGELES","90007",4
"CALIFORNIA","LOS ANGELES","90013",4
"CALIFORNIA","LOS ANGELES","90027",4
"CALIFORNIA","LOS ANGELES","90032",4
"CALIFORNIA","LOS ANGELES","90066",4
"CALIFORNIA","LOS ANGELES","90095-1379",4
"CALIFORNIA","MADERA","93637",4
"CALIFORNIA","MURRIETA","92562",4
"CALIFORNIA","MURRIETA","92563",4
"CALIFORNIA","ORANGE","92867",4
"CALIFORNIA","PETALUMA","94954",4
"CALIFORNIA","ROWLAND HEIGHTS","91748",4
"CALIFORNIA","SACRAMENTO","95811",4
"CALIFORNIA","SACRAMENTO","95834",4
"CALIFORNIA","SAN BRUNO","94066",4
"CALIFORNIA","SAN DIEGO","92123",4
"CALIFORNIA","SAN FRANCISCO","94110",4
"CALIFORNIA","SAN GABRIEL","91776",4
"CALIFORNIA","SAN JOSE","95132",4
"CALIFORNIA","SAN JOSE","95148",4
"CALIFORNIA","SAN LEANDRO","94577",4
"CALIFORNIA","SANTA ANA","92701",4
"CALIFORNIA","SHERMAN OAKS","91403",4
"CALIFORNIA","STOCKTON","95210",4
"CALIFORNIA","UNION CITY","94587",4
"CALIFORNIA","VAN NUYS","91406",4
"CALIFORNIA","WALNUT","91789",4
"CALIFORNIA","WALNUT CREEK","94596",4
"CALIFORNIA","WEST HOLLYWOOD","90069",4
"CALIFORNIA","WOODLAND HILLS","91030",4
"CALIFORNIA CA","SAN FRANCISCO","94107",4
"CALIFORNIA CALIFORNIA","FREMONT","94538",4
"CALIFORNIA CALIFORNIA","LOS ANGELES","90010",4
"COLORADO","ARVADA","80002",4
"COLORADO","COLORADO SPRINGS","80909",4
"COLORADO","LOUISVILLE","80027",4
"CONNECTICUT","GREENWICH","06831",4
"CONNECTICUT","HARTFORD","06103",4
"CONNECTICUT","HARTFORD","06106",4
"CONNECTICUT","STRATFORD","06614",4
"CONNECTICUT","WESTPORT","06880",4
"DELAWARE DELAWARE","GREENVILLE","19807",4
"DISTRICT OF COLUMBIA","WASHINGTON","20002",4
"DISTRICT OF COLUMBIA","WASHINGTON","20071",4
"FLORIDA","ALACHUA","32615",4
"FLORIDA","BOCA RATON","33432",4
"FLORIDA","FORT LAUDERDALE","33312",4
"FLORIDA","FORT PIERCE","34982",4
"FLORIDA","GAINESVILLE","32653",4
"FLORIDA","HIALEAH","33012",4
"FLORIDA","HOLLYWOOD","33020",4
"FLORIDA","JACKSONVILLE","32223",4
"FLORIDA","JACKSONVILLE","32246",4
"FLORIDA","KEY BISCAYNE","33149",4
"FLORIDA","MIAMI","33122",4
"FLORIDA","MIAMI","33145",4
"FLORIDA","MIAMI","33199",4
"FLORIDA","MIAMI LAKES","33016",4
"FLORIDA","MIRAMAR","33027",4
"FLORIDA","NAPLES","34108",4
"FLORIDA","ORLANDO","32803",4
"FLORIDA","ORLANDO","32837",4
"FLORIDA","PLANTATION","33324",4
"FLORIDA","POMPANO BEACH","33064",4
"FLORIDA","TAMPA","33609",4
"FLORIDA","TAMPA","33647",4
"FLORIDA","WESTON","33331",4
"GEORGIA","FAYETTEVILLE","30214",4
"GEORGIA","MACON","31201",4
"GEORGIA","ROSWELL","30076",4
"GEORGIA","ROSWELL","30076-1661",4
"GEORGIA","SMYRNA","30080",4
"GEORGIA","SUGAR HILL","30518",4
"GUAM","DEDEDO","96929",4
"HAWAII","HONOLULU","96822",4
"ILLINOIS","ARLINGTON HEIGHTS","60004",4
"ILLINOIS","CHICAGO","60605",4
"ILLINOIS","DEKALB","60115",4
"ILLINOIS","EAST MOLINE","61244",4
"ILLINOIS","MT. PROSPECT","60056",4
"ILLINOIS","PARIS","61944",4
"ILLINOIS","PEORIA","61602",4
"ILLINOIS","WHEATON","60187",4
"ILLINOIS DUPAGE","LISLE","60532",4
"INDIANA","FISHERS","46037",4
"INDIANA","INDIANAPOLIS","46225",4
"KANSAS","WICHITA","67208",4
"KANSAS","WICHITA","67260-0013",4
"KENTUCKY","ERLANGER","41018",4
"KENTUCKY","HARRODSBURG","40330",4
"KENTUCKY","LOUISVILLE","40245",4
"LOUISIANA","CENTRAL","70739",4
"LOUISIANA","CONVENT","70723",4
"LOUISIANA","HARAHAN","70123",4
"LOUISIANA","LAFAYETTE","70508",4
"MAINE","WESTBROOK","04092",4
"MARYLAND","BALTIMORE","21220",4
"MARYLAND","BOWIE","20716",4
"MARYLAND","CATONSVILLE","21228",4
"MARYLAND","ELLICOTT CITY","21042",4
"MARYLAND","GAITHERSBURG","20879",4
"MARYLAND","GLENN DALE","20769",4
"MARYLAND","LANHAM","20706",4
"MARYLAND","NORTH BETHESDA","20852",4
"MARYLAND","SILVER SPRING","20902",4
"MARYLAND","SILVER SPRING","20910",4
"MARYLAND","TIMONIUM","21093",4
"MASSACHUSETTS","AMHERST","01002",4
"MASSACHUSETTS","ANDOVER","01810",4
"MASSACHUSETTS","BELMONT","02478",4
"MASSACHUSETTS","BOSTON","02114",4
"MASSACHUSETTS","BOSTON","02117",4
"MASSACHUSETTS","BRAINTREE","02184",4
"MASSACHUSETTS","CHELMSFORD","01824",4
"MASSACHUSETTS","IPSWICH","01938",4
"MASSACHUSETTS","MANSFIELD","02048",4
"MASSACHUSETTS","NORTH ANDOVER","01845",4
"MASSACHUSETTS","NORWELL","02061",4
"MASSACHUSETTS","WESTON","02493",4
"MASSACHUSETTS","WILMINGTON","01887",4
"MICHIGAN","ANN ARBOR","48104",4
"MICHIGAN","KEEGO HARBOR","48320",4
"MICHIGAN","NORTHVILLE","48168",4
"MICHIGAN","ROCHESTER HILLS","48309",4
"MICHIGAN","ROYAL OAK","48073",4
"MICHIGAN","YPSILANTI","48197",4
